# Results of applying herd to all litmus tests with "exists" conditions.
# 
# herd: 7.56+03, Rev: exported
# herd -model aarch64.cat TEST.litmus 
#
# Tests where "Always" or "Sometimes" with "exists" was observed are marked "Allow".
# Tests where "Never" with "exists" was observed are marked "Forbid".
# Tests where "Always" with "forall" was observed are marked "Allow".
# Tests where "Sometimes" or "Never" with "forall" was observed are marked "Forbid".
# 
# The tests where executed using runall-HERD7.py.
# Date: 230730-07:08

MP+dmb.sy+addr-[ws-rf]-ctrl-addr-ctrl Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-addr-ctrlisb Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-addr-pos Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-addr-rfi Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-ctrl-rfi Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-data-rfi Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-fri-rfi Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-pos-addr Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-pos-ctrl Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-pos-ctrlisb Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-rfi-addr Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-rfi-ctrl Allow
MP+dmb.sy+addr-[ws-rf]-ctrl-rfi-ctrlisb Forbid
MP+dmb.sy+addr-[ws-rf]-ctrl-rfi-pos Forbid
MP+dmb.sy+addr-[ws-rf]-data-rfi-addr Forbid
MP+dmb.sy+addr-[ws-rf]-data-rfi-ctrl Allow
MP+dmb.sy+addr-[ws-rf]-data-rfi-ctrlisb Forbid
MP+dmb.sy+addr-[ws-rf]-data-rfi-pos Forbid
MP+dmb.sy+addr-addr-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+addr-addr-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-addr-[ws-rf]-addr-pos Forbid
MP+dmb.sy+addr-addr-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+addr-addr-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+addr-addr-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-addr-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+addr-addr-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-addr-[ws-rf]-data-rfi Forbid
MP+dmb.sy+addr-addr-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+addr-addr-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-addr-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-addr-rfi-addr-[fr-rf] Forbid
MP+dmb.sy+addr-addr-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-addr-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-ctrl-[fr-rf]-addr-ctrl Allow
MP+dmb.sy+addr-ctrl-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-[fr-rf]-addr-pos Allow
MP+dmb.sy+addr-ctrl-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+addr-ctrl-[fr-rf]-ctrl-addr Allow
MP+dmb.sy+addr-ctrl-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-[fr-rf]-ctrl-pos Allow
MP+dmb.sy+addr-ctrl-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-ctrl-[fr-rf]-data-rfi Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+addr-ctrl-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-addr-pos Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+addr-ctrl-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+addr-ctrl-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-ctrl-[ws-rf]-data-rfi Forbid
MP+dmb.sy+addr-ctrl-addr-[fr-rf]-addr Allow
MP+dmb.sy+addr-ctrl-addr-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-addr-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-addr-[ws-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-addr-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-addr-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-addr-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-addr-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-ctrl-addr-pos-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-ctrl-[ws-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-ctrl-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-ctrl-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-ctrlisb-[fr-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-ctrlisb-[fr-rf]-ctrl Forbid
MP+dmb.sy+addr-ctrl-ctrlisb-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-ctrlisb-[fr-rf]-pos Forbid
MP+dmb.sy+addr-ctrl-data-[ws-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-data-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-data-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-fri-[ws-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-fri-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-fri-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-pos-[fr-rf]-addr Allow
MP+dmb.sy+addr-ctrl-pos-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-pos-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-pos-[fr-rf]-pos Allow
MP+dmb.sy+addr-ctrl-pos-addr-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-pos-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-pos-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-ctrl-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+addr-ctrl-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-ctrl-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-ctrl-rfi-addr-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-ctrl-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-addr-ctrl Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-addr-pos Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-ctrl-addr Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-ctrl-pos Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-data-rfi Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-pos-addr Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-pos-ctrl Forbid
MP+dmb.sy+addr-ctrlisb-[fr-rf]-pos-ctrlisb Forbid
MP+dmb.sy+addr-data-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+addr-data-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-data-[ws-rf]-addr-pos Forbid
MP+dmb.sy+addr-data-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+addr-data-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+addr-data-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-data-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+addr-data-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-data-[ws-rf]-data-rfi Forbid
MP+dmb.sy+addr-data-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+addr-data-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-data-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-data-rfi-addr-[fr-rf] Forbid
MP+dmb.sy+addr-data-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-data-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-fri-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+addr-fri-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-fri-[ws-rf]-addr-pos Forbid
MP+dmb.sy+addr-fri-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+addr-fri-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+addr-fri-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-fri-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+addr-fri-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-fri-[ws-rf]-data-rfi Forbid
MP+dmb.sy+addr-fri-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+addr-fri-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-fri-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-fri-rfi-addr-[fr-rf] Allow
MP+dmb.sy+addr-fri-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-fri-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-pos-[fr-rf]-addr-ctrl Allow
MP+dmb.sy+addr-pos-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-pos-[fr-rf]-addr-pos Forbid
MP+dmb.sy+addr-pos-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+addr-pos-[fr-rf]-ctrl-addr Allow
MP+dmb.sy+addr-pos-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-pos-[fr-rf]-ctrl-pos Allow
MP+dmb.sy+addr-pos-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-pos-[fr-rf]-data-rfi Forbid
MP+dmb.sy+addr-pos-[fr-rf]-pos-addr Forbid
MP+dmb.sy+addr-pos-[fr-rf]-pos-ctrl Allow
MP+dmb.sy+addr-pos-[fr-rf]-pos-ctrlisb Forbid
MP+dmb.sy+addr-pos-addr-[fr-rf]-addr Allow
MP+dmb.sy+addr-pos-addr-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-pos-addr-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-addr-[ws-rf]-addr Forbid
MP+dmb.sy+addr-pos-addr-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-pos-addr-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-addr-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-pos-addr-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-pos-addr-pos-[fr-rf] Allow
MP+dmb.sy+addr-pos-ctrl-[fr-rf]-addr Allow
MP+dmb.sy+addr-pos-ctrl-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-pos-ctrl-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-ctrl-[ws-rf]-addr Forbid
MP+dmb.sy+addr-pos-ctrl-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-pos-ctrl-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-ctrl-addr-[fr-rf] Allow
MP+dmb.sy+addr-pos-ctrl-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-pos-ctrl-pos-[fr-rf] Allow
MP+dmb.sy+addr-pos-ctrlisb-[fr-rf]-addr Forbid
MP+dmb.sy+addr-pos-ctrlisb-[fr-rf]-ctrl Forbid
MP+dmb.sy+addr-pos-ctrlisb-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-ctrlisb-[fr-rf]-pos Forbid
MP+dmb.sy+addr-pos-data-[ws-rf]-addr Forbid
MP+dmb.sy+addr-pos-data-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-pos-data-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-pos-fri-[ws-rf]-addr Forbid
MP+dmb.sy+addr-pos-fri-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-pos-fri-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-addr-ctrl Allow
MP+dmb.sy+addr-rfi-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-addr-pos Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-ctrl-addr Allow
MP+dmb.sy+addr-rfi-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-ctrl-pos Allow
MP+dmb.sy+addr-rfi-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+addr-rfi-[fr-rf]-data-rfi Forbid
MP+dmb.sy+addr-rfi-addr-[fr-rf]-addr Forbid
MP+dmb.sy+addr-rfi-addr-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-addr-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-addr-[ws-rf]-addr Forbid
MP+dmb.sy+addr-rfi-addr-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-addr-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-addr-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-rfi-addr-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-rfi-addr-pos-[fr-rf] Forbid
MP+dmb.sy+addr-rfi-ctrl-[fr-rf]-addr Allow
MP+dmb.sy+addr-rfi-ctrl-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-ctrl-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-ctrl-[ws-rf]-addr Forbid
MP+dmb.sy+addr-rfi-ctrl-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-ctrl-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-ctrl-addr-[fr-rf] Allow
MP+dmb.sy+addr-rfi-ctrl-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-rfi-ctrl-pos-[fr-rf] Allow
MP+dmb.sy+addr-rfi-ctrlisb-[fr-rf]-addr Forbid
MP+dmb.sy+addr-rfi-ctrlisb-[fr-rf]-ctrl Forbid
MP+dmb.sy+addr-rfi-ctrlisb-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-ctrlisb-[fr-rf]-pos Forbid
MP+dmb.sy+addr-rfi-data-[ws-rf]-addr Forbid
MP+dmb.sy+addr-rfi-data-[ws-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-data-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-pos-[fr-rf]-addr Forbid
MP+dmb.sy+addr-rfi-pos-[fr-rf]-ctrl Allow
MP+dmb.sy+addr-rfi-pos-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+addr-rfi-pos-addr-[fr-rf] Forbid
MP+dmb.sy+addr-rfi-pos-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-rfi-pos-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+addr-wsi-rfi-addr-[fr-rf] Allow
MP+dmb.sy+addr-wsi-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+addr-wsi-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-addr-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-ctrl-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-ctrl-pos Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-ctrl-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-data-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-fri-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-pos-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-pos-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-pos-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-rfi-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-rfi-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-addr-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-addr-rfi-pos Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-addr-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-addr-pos Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-addr-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-ctrl-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-data-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-fri-rfi Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-pos-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-pos-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-pos-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-rfi-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-rfi-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-ctrl-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-ctrl-rfi-pos Forbid
MP+dmb.sy+ctrl-[fr-rf]-data-rfi-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-data-rfi-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-data-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[fr-rf]-data-rfi-pos Forbid
MP+dmb.sy+ctrl-[fr-rf]-fri-rfi-addr Allow
MP+dmb.sy+ctrl-[fr-rf]-fri-rfi-ctrl Allow
MP+dmb.sy+ctrl-[fr-rf]-fri-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-addr-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-ctrl-addr Allow
MP+dmb.sy+ctrl-[ws-rf]-addr-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-ctrl-pos Allow
MP+dmb.sy+ctrl-[ws-rf]-addr-ctrl-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-data-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-fri-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-pos-addr Allow
MP+dmb.sy+ctrl-[ws-rf]-addr-pos-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-addr-pos-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-rfi-addr Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-rfi-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-addr-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-addr-rfi-pos Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-addr-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-addr-pos Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-addr-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-ctrl-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-data-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-fri-rfi Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-pos-addr Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-pos-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-pos-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-rfi-addr Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-rfi-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-ctrl-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-ctrl-rfi-pos Forbid
MP+dmb.sy+ctrl-[ws-rf]-data-rfi-addr Forbid
MP+dmb.sy+ctrl-[ws-rf]-data-rfi-ctrl Allow
MP+dmb.sy+ctrl-[ws-rf]-data-rfi-ctrlisb Forbid
MP+dmb.sy+ctrl-[ws-rf]-data-rfi-pos Forbid
MP+dmb.sy+ctrl-addr-[fr-rf]-addr-ctrl Allow
MP+dmb.sy+ctrl-addr-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-[fr-rf]-addr-pos Allow
MP+dmb.sy+ctrl-addr-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+ctrl-addr-[fr-rf]-ctrl-addr Allow
MP+dmb.sy+ctrl-addr-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-[fr-rf]-ctrl-pos Allow
MP+dmb.sy+ctrl-addr-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+ctrl-addr-[fr-rf]-data-rfi Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+ctrl-addr-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-addr-pos Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+ctrl-addr-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+ctrl-addr-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+ctrl-addr-[ws-rf]-data-rfi Forbid
MP+dmb.sy+ctrl-addr-addr-[ws-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-addr-[ws-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-addr-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-ctrl-[fr-rf]-addr Allow
MP+dmb.sy+ctrl-addr-ctrl-[fr-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-ctrl-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-ctrl-[ws-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-ctrl-[ws-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-ctrl-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-ctrl-addr-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-ctrl-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+ctrl-addr-ctrl-pos-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-ctrlisb-[fr-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-ctrlisb-[fr-rf]-ctrl Forbid
MP+dmb.sy+ctrl-addr-ctrlisb-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-ctrlisb-[fr-rf]-pos Forbid
MP+dmb.sy+ctrl-addr-data-[ws-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-data-[ws-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-data-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-fri-[ws-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-fri-[ws-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-fri-[ws-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-pos-[fr-rf]-addr Allow
MP+dmb.sy+ctrl-addr-pos-[fr-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-pos-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-pos-[fr-rf]-pos Allow
MP+dmb.sy+ctrl-addr-pos-addr-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-pos-ctrl-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-pos-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+ctrl-addr-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+ctrl-addr-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+ctrl-addr-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-addr-rfi-addr-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+ctrl-addr-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+ctrl-ctrl-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-addr-pos Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+ctrl-ctrl-[ws-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-ctrl-pos Allow
MP+dmb.sy+ctrl-ctrl-[ws-rf]-ctrl-rfi Forbid
MP+dmb.sy+ctrl-ctrl-[ws-rf]-data-rfi Forbid
MP+dmb.sy+ctrl-ctrl-rfi-[fr-rf]-addr Forbid
MP+dmb.sy+ctrl-ctrl-rfi-[fr-rf]-ctrl Allow
MP+dmb.sy+ctrl-ctrl-rfi-[fr-rf]-ctrlisb Forbid
MP+dmb.sy+ctrl-ctrl-rfi-addr-[fr-rf] Allow
MP+dmb.sy+ctrl-ctrl-rfi-ctrl-[fr-rf] Allow
MP+dmb.sy+ctrl-ctrl-rfi-ctrlisb-[fr-rf] Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-addr-ctrl Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-addr-pos Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-addr-rfi Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-ctrl-addr Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-ctrl-ctrlisb Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-ctrl-pos Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-ctrl-rfi Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-data-rfi Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-pos-addr Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-pos-ctrl Forbid
MP+dmb.sy+ctrl-ctrlisb-[fr-rf]-pos-ctrlisb Forbid
MP+dmb.sy+ctrl-data-[ws-rf]-addr-ctrl Allow
MP+dmb.sy+ctrl-data-[ws-rf]-addr-ctrlisb Forbid
MP+dmb.sy+ctrl-data-[ws-rf]-addr-pos Forbid
MP+dmb.sy+ctrl-data-[ws-rf]-addr-rfi Forbid
MP+dmb.sy+ctrl-data-[ws-rf]-ctrl-addr Allow
MP+dmb.sy+ctrl-data-[ws-rf]-ctrl-ctrlisb Forbid
